frame_filename,video_time,real_time
frame_000_t0.01s.jpg,0.03336484940907358,0.011121616469691195
frame_001_t0.02s.jpg,0.06672969881814717,0.02224323293938239
frame_002_t0.03s.jpg,0.10009454822722075,0.03336484940907358
frame_003_t0.04s.jpg,0.13345939763629433,0.04448646587876478
frame_004_t0.06s.jpg,0.1668242470453679,0.05560808234845597
frame_005_t0.07s.jpg,0.2001890964544415,0.06672969881814717
frame_006_t0.08s.jpg,0.23355394586351508,0.07785131528783835
frame_007_t0.09s.jpg,0.26691879527258866,0.08897293175752956
frame_008_t0.10s.jpg,0.30028364468166224,0.10009454822722075
frame_009_t0.11s.jpg,0.3336484940907358,0.11121616469691194
frame_010_t0.12s.jpg,0.3670133434998094,0.12233778116660314
frame_011_t0.13s.jpg,0.400378192908883,0.13345939763629433
frame_012_t0.14s.jpg,0.4337430423179566,0.14458101410598553
frame_013_t0.16s.jpg,0.46710789172703016,0.1557026305756767
frame_014_t0.18s.jpg,0.5338375905451773,0.17794586351505912
frame_015_t0.19s.jpg,0.5672024399542509,0.1890674799847503
frame_016_t0.20s.jpg,0.6005672893633245,0.2001890964544415
frame_017_t0.21s.jpg,0.6339321387723981,0.2113107129241327
frame_018_t0.22s.jpg,0.6672969881814717,0.22243232939382387
frame_019_t0.23s.jpg,0.7006618375905452,0.23355394586351508
frame_020_t0.24s.jpg,0.7340266869996188,0.24467556233320628
frame_021_t0.26s.jpg,0.7673915364086924,0.2557971788028975
frame_022_t0.27s.jpg,0.800756385817766,0.26691879527258866
frame_023_t0.28s.jpg,0.8341212352268396,0.27804041174227984
frame_024_t0.29s.jpg,0.8674860846359131,0.28916202821197107
frame_025_t0.30s.jpg,0.9008509340449867,0.30028364468166224
frame_026_t0.31s.jpg,0.9342157834540603,0.3114052611513534
frame_027_t0.32s.jpg,0.9675806328631339,0.32252687762104465
frame_028_t0.34s.jpg,1.034310331681281,0.344770110560427
frame_029_t0.36s.jpg,1.0676751810903546,0.35589172703011823
frame_030_t0.37s.jpg,1.1010400304994281,0.36701334349980935
frame_031_t0.38s.jpg,1.1344048799085018,0.3781349599695006
frame_032_t0.39s.jpg,1.1677697293175753,0.38925657643919176
frame_033_t0.40s.jpg,1.201134578726649,0.400378192908883
frame_034_t0.41s.jpg,1.2344994281357224,0.41149980937857417
frame_035_t0.42s.jpg,1.2678642775447961,0.4226214258482654
frame_036_t0.43s.jpg,1.3012291269538696,0.4337430423179565
frame_037_t0.44s.jpg,1.3345939763629433,0.44486465878764775
frame_038_t0.46s.jpg,1.3679588257720168,0.4559862752573389
frame_039_t0.47s.jpg,1.4013236751810905,0.46710789172703016
frame_040_t0.48s.jpg,1.434688524590164,0.47822950819672133
frame_041_t0.49s.jpg,1.4680533739992376,0.48935112466641256
frame_042_t0.51s.jpg,1.5347830728173848,0.511594357605795
frame_043_t0.52s.jpg,1.5681479222264583,0.5227159740754861
frame_044_t0.53s.jpg,1.601512771635532,0.5338375905451773
frame_045_t0.54s.jpg,1.6348776210446054,0.5449592070148684
frame_046_t0.56s.jpg,1.6682424704536791,0.5560808234845597
frame_047_t0.57s.jpg,1.7016073198627526,0.5672024399542509
frame_048_t0.58s.jpg,1.7349721692718263,0.5783240564239421
frame_049_t0.59s.jpg,1.7683370186808998,0.5894456728936333
frame_050_t0.60s.jpg,1.8017018680899735,0.6005672893633245
frame_051_t0.61s.jpg,1.835066717499047,0.6116889058330156
frame_052_t0.62s.jpg,1.8684315669081206,0.6228105223027068
frame_053_t0.63s.jpg,1.901796416317194,0.6339321387723981
frame_054_t0.65s.jpg,1.9351612657262678,0.6450537552420893
frame_055_t0.66s.jpg,1.9685261151353413,0.6561753717117804
frame_056_t0.68s.jpg,2.0352558139534884,0.6784186046511628
frame_057_t0.69s.jpg,2.068620663362562,0.689540221120854
frame_058_t0.70s.jpg,2.101985512771636,0.7006618375905452
frame_059_t0.71s.jpg,2.1353503621807093,0.7117834540602365
frame_060_t0.72s.jpg,2.1687152115897828,0.7229050705299276
frame_061_t0.73s.jpg,2.2020800609988562,0.7340266869996187
frame_062_t0.75s.jpg,2.23544491040793,0.74514830346931
frame_063_t0.76s.jpg,2.2688097598170036,0.7562699199390012
